Year,Month,Day,DOY,Flow_cms_obs,Flow_growing,Flow_nongrowing,Flow_NLCD16,Date
2009,7,18,199,0.62,1.504,1.444,1.309,7/18/2009
2009,7,19,200,0.48,1.467,1.4,1.283,7/19/2009
2009,7,20,201,0.4,1.443,1.364,1.255,7/20/2009
2009,7,21,202,0.4,1.413,1.327,1.226,7/21/2009
2009,7,22,203,0.38,1.381,1.296,1.198,7/22/2009
2009,7,23,204,0.49,7.696,8.321,4.34,7/23/2009
2009,7,24,205,8.5,5.716,5.825,3.321,7/24/2009
2009,7,25,206,1.04,4.059,3.994,2.58,7/25/2009
2009,7,26,207,1.73,2.781,2.617,2.141,7/26/2009
2009,7,27,208,0.69,2.183,2.054,2.074,7/27/2009
2009,7,28,209,0.55,2.09,2.304,1.429,7/28/2009
2009,7,29,210,0.48,1.484,1.845,1.233,7/29/2009
2009,7,30,211,0.49,1.276,1.594,1.134,7/30/2009
2009,7,31,212,1.01,1.736,1.878,1.409,7/31/2009
2009,8,1,213,1.38,1.551,1.741,1.263,8/1/2009
2009,8,2,214,1.53,1.714,1.754,1.357,8/2/2009
2009,8,3,215,0.81,1.453,1.571,1.197,8/3/2009
2009,8,4,216,0.56,1.249,1.378,1.078,8/4/2009
2009,8,5,217,0.46,1.125,1.227,1.145,8/5/2009
2009,8,6,218,0.43,1.066,1.129,1.075,8/6/2009
2009,8,7,219,0.41,1.18,1.051,0.9891,8/7/2009
2009,8,8,220,0.36,1.103,0.9899,0.9242,8/8/2009
2009,8,9,221,0.35,1.024,0.9423,0.876,8/9/2009
2009,8,10,222,0.34,0.9724,0.9039,0.8531,8/10/2009
2009,8,11,223,0.32,0.9335,0.8708,0.826,8/11/2009
2009,8,12,224,0.34,0.9138,0.8467,0.8087,8/12/2009
2009,8,13,225,0.3,0.8874,0.8178,0.7805,8/13/2009
2009,8,14,226,0.28,0.8588,0.7875,0.7431,8/14/2009
2009,8,15,227,0.29,0.8328,0.7628,0.7111,8/15/2009
2009,8,16,228,0.27,0.8141,0.7412,0.6133,8/16/2009
2009,8,17,229,0.24,0.799,0.7245,0.5514,8/17/2009
2009,8,18,230,0.23,0.8043,0.738,0.4851,8/18/2009
2009,8,19,231,0.34,0.777,0.7093,0.4132,8/19/2009
2009,8,20,232,0.32,0.7473,0.6832,0.3572,8/20/2009
2009,8,21,233,3.65,5.439,6.024,2.6,8/21/2009
2009,8,22,234,19.11,8.369,9.29,4.136,8/22/2009
2009,8,23,235,3.94,5.093,5.419,2.599,8/23/2009
2009,8,24,236,1.25,2.937,3.001,1.722,8/24/2009
2009,8,25,237,0.86,1.957,1.965,1.512,8/25/2009
2009,8,26,238,0.73,1.783,2.08,0.793,8/26/2009
2009,8,27,239,0.65,1.058,1.409,0.5247,8/27/2009
2009,8,28,240,3.11,0.7911,1.098,0.4092,8/28/2009
2009,8,29,241,1.97,0.6733,0.9232,0.3507,8/29/2009
2009,8,30,242,1.98,0.6011,0.8012,0.3111,8/30/2009
2009,8,31,243,0.82,0.5642,0.7079,0.2891,8/31/2009
2009,9,1,244,0.69,0.3988,0.6374,0.2575,9/1/2009
2009,9,2,245,0.64,0.2776,0.5225,0.2124,9/2/2009
2009,9,3,246,0.61,0.2168,0.3956,0.1833,9/3/2009
2009,9,4,247,0.61,0.182,0.3156,0.1661,9/4/2009
2009,9,5,248,0.56,0.1636,0.2665,0.1565,9/5/2009
2009,9,6,249,0.53,0.1564,0.2273,0.1472,9/6/2009
2009,9,7,250,0.67,0.2552,0.3034,0.2002,9/7/2009
2009,9,8,251,0.96,0.2448,0.2729,0.1904,9/8/2009
2009,9,9,252,0.7,0.2194,0.2364,0.1782,9/9/2009
2009,9,10,253,0.57,0.1925,0.2045,0.164,9/10/2009
2009,9,11,254,1.29,0.4739,0.4921,0.3123,9/11/2009
2009,9,12,255,0.59,0.4042,0.4215,0.273,9/12/2009
2009,9,13,256,0.45,0.2916,0.318,0.2226,9/13/2009
2009,9,14,257,0.4,0.21,0.2479,0.1859,9/14/2009
2009,9,15,258,0.4,0.1661,0.2098,0.1652,9/15/2009
2009,9,16,259,0.83,0.1401,0.186,0.1506,9/16/2009
2009,9,17,260,0.43,0.2964,0.3491,0.2397,9/17/2009
2009,9,18,261,0.41,0.2604,0.2974,0.1989,9/18/2009
2009,9,19,262,0.38,0.2069,0.2322,0.1519,9/19/2009
2009,9,20,263,0.35,0.1653,0.1886,0.1262,9/20/2009
2009,9,21,264,0.35,0.1243,0.1564,0.09964,9/21/2009
2009,9,22,265,0.36,0.09373,0.1353,0.08108,9/22/2009
2009,9,23,266,0.36,0.07071,0.114,0.06552,9/23/2009
2009,9,24,267,0.37,0.05458,0.1022,0.05624,9/24/2009
2009,9,25,268,0.35,0.1246,0.1624,0.09953,9/25/2009
2009,9,26,269,0.47,3.351,3.7,2.059,9/26/2009
2009,9,27,270,4.25,2.689,2.756,1.589,9/27/2009
2009,9,28,271,1.19,1.817,1.797,0.9733,9/28/2009
2009,9,29,272,0.54,1.442,1.509,0.5703,9/29/2009
2009,9,30,273,0.42,0.64,0.8885,0.3536,9/30/2009
2009,10,1,274,0.39,0.3373,0.6046,0.2427,10/1/2009
2009,10,2,275,0.35,0.207,0.45,0.18,10/2/2009
2009,10,3,276,0.34,0.144,0.3605,0.1469,10/3/2009
2009,10,4,277,0.32,0.1098,0.2923,0.1241,10/4/2009
2009,10,5,278,0.29,0.09243,0.2446,0.1077,10/5/2009
2009,10,6,279,0.28,0.08178,0.2065,0.09674,10/6/2009
2009,10,7,280,0.27,0.07682,0.1797,0.08768,10/7/2009
2009,10,8,281,0.24,0.07426,0.1558,0.08328,10/8/2009
2009,10,9,282,0.25,0.07257,0.1389,0.07703,10/9/2009
2009,10,10,283,0.32,0.07069,0.1243,0.07169,10/10/2009
2009,10,11,284,0.32,0.07027,0.114,0.06691,10/11/2009
2009,10,12,285,0.25,0.0706,0.107,0.06231,10/12/2009
2009,10,13,286,0.26,0.07043,0.1023,0.05775,10/13/2009
2009,10,14,287,0.25,0.1087,0.1222,0.07703,10/14/2009
2009,10,15,288,1.06,2.064,2.144,1.469,10/15/2009
2009,10,16,289,2.39,2.496,2.491,1.406,10/16/2009
2009,10,17,290,6.46,5.959,6.421,2.641,10/17/2009
2009,10,18,291,5.15,3.864,4.107,2.001,10/18/2009
2009,10,19,292,1.24,2.159,2.316,1.942,10/19/2009
2009,10,20,293,0.74,1.844,2.123,0.9438,10/20/2009
2009,10,21,294,0.61,0.7802,1.209,0.5534,10/21/2009
2009,10,22,295,0.54,0.3797,0.7972,0.3742,10/22/2009
2009,10,23,296,0.54,0.2184,0.5805,0.2908,10/23/2009
2009,10,24,297,4.25,8.984,9.923,6.757,10/24/2009
2009,10,25,298,2.36,6.003,6.434,4.216,10/25/2009
2009,10,26,299,1.15,3.199,3.407,2.419,10/26/2009
2009,10,27,300,3.09,5.865,6.327,4.288,10/27/2009
2009,10,28,301,14.07,6.342,7.054,4.506,10/28/2009
2009,10,29,302,2.26,3.689,4.125,2.745,10/29/2009
2009,10,30,303,1.16,2.178,2.324,1.827,10/30/2009
2009,10,31,304,0.93,1.636,2.184,1.626,10/31/2009
2009,11,1,305,4.5,2.397,2.947,2,11/1/2009
2009,11,2,306,2.35,1.885,2.189,1.727,11/2/2009
2009,11,3,307,1.19,1.872,2.298,1.642,11/3/2009
2009,11,4,308,0.94,0.8829,1.408,0.9058,11/4/2009
2009,11,5,309,0.85,0.4946,0.9728,0.6034,11/5/2009
2009,11,6,310,0.8,0.3301,0.7386,0.4634,11/6/2009
2009,11,7,311,0.76,0.2578,0.5891,0.3867,11/7/2009
2009,11,8,312,0.75,0.2272,0.4931,0.3388,11/8/2009
2009,11,9,313,0.72,0.2159,0.4239,0.3061,11/9/2009
2009,11,10,314,0.71,0.2158,0.3766,0.2832,11/10/2009
2009,11,11,315,2.27,3.752,3.913,3.238,11/11/2009
2009,11,12,316,8.92,4.143,4.274,3.082,11/12/2009
2009,11,13,317,4.96,3.479,3.58,2.466,11/13/2009
2009,11,14,318,3.14,2.223,2.219,1.805,11/14/2009
2009,11,15,319,1.6,1.897,2.263,1.649,11/15/2009
2009,11,16,320,1.24,1.058,1.408,0.9375,11/16/2009
2009,11,17,321,1.08,0.7013,1.027,0.661,11/17/2009
2009,11,18,322,0.99,0.5408,0.8208,0.539,11/18/2009
2009,11,19,323,1.09,1.305,1.659,0.991,11/19/2009
2009,11,20,324,5.13,1.056,1.313,0.7742,11/20/2009
2009,11,21,325,1.63,0.7747,0.9638,0.6054,11/21/2009
2009,11,22,326,1.16,0.6123,0.7488,0.5219,11/22/2009
2009,11,23,327,1.26,1.688,1.891,1.256,11/23/2009
2009,11,24,328,7.93,1.474,1.569,1.091,11/24/2009
2009,11,25,329,3,1.235,1.428,0.9265,11/25/2009
2009,11,26,330,1.93,1.047,1.091,0.7373,11/26/2009
2009,11,27,331,2.12,0.8175,0.8588,0.6261,11/27/2009
2009,11,28,332,1.42,0.6791,0.729,0.5744,11/28/2009
2009,11,29,333,1.23,0.6127,0.6518,0.544,11/29/2009
2009,11,30,334,1.44,1.173,1.288,0.8624,11/30/2009
2009,12,1,335,1.82,0.9743,1.063,0.7394,12/1/2009
2009,12,2,336,1.59,1.984,2.126,1.4,12/2/2009
2009,12,3,337,6.2,1.65,1.665,1.213,12/3/2009
2009,12,4,338,1.97,1.213,1.311,1.09,12/4/2009
2009,12,5,339,2.36,2.414,2.366,1.994,12/5/2009
2009,12,6,340,3.6,2.119,1.916,1.922,12/6/2009
2009,12,7,341,2.08,1.79,2.32,1.83,12/7/2009
2009,12,8,342,1.9,2.221,1.914,2.082,12/8/2009
2009,12,9,343,29.17,7.054,7.101,6.597,12/9/2009
2009,12,10,344,4.47,4.863,4.911,4.458,12/10/2009
2009,12,11,345,2.25,3,3.037,2.876,12/11/2009
2009,12,12,346,1.61,2.202,2.236,2.237,12/12/2009
2009,12,13,347,5.01,3.494,3.641,3.27,12/13/2009
2009,12,14,348,3.45,2.725,2.844,2.567,12/14/2009
2009,12,15,349,1.94,2.073,2.106,2.017,12/15/2009
2009,12,16,350,1.52,1.781,1.989,1.89,12/16/2009
2009,12,17,351,1.33,1.855,2.248,2.037,12/17/2009
2009,12,18,352,1.25,1.388,1.807,1.562,12/18/2009
2009,12,19,353,1.66,1.278,1.597,1.444,12/19/2009
2009,12,20,354,1.93,1.254,1.472,1.404,12/20/2009
2009,12,21,355,1.55,1.268,1.391,1.389,12/21/2009
2009,12,22,356,1.48,1.952,2.042,1.54,12/22/2009
2009,12,23,357,1.44,1.891,1.789,1.484,12/23/2009
2009,12,24,358,1.4,1.86,1.657,1.431,12/24/2009
2009,12,25,359,2.61,2.603,2.255,1.843,12/25/2009
2009,12,26,360,39.08,12.56,12.23,6.463,12/26/2009
2009,12,27,361,7.39,9.221,9.475,5.254,12/27/2009
2009,12,28,362,3.45,5.385,5.463,3.612,12/28/2009
2009,12,29,363,2.23,3.368,3.322,2.709,12/29/2009
2009,12,30,364,1.74,2.468,2.375,2.253,12/30/2009
2009,12,31,365,2.23,3.065,2.982,3.479,12/31/2009
2010,1,1,1,3.37,2.608,2.49,2.958,1/1/2010
2010,1,2,2,2.03,2.241,2.108,2.476,1/2/2010
2010,1,3,3,1.42,2.019,2.06,2.219,1/3/2010
2010,1,4,4,1.27,2.032,2.035,2.06,1/4/2010
2010,1,5,5,1.32,1.912,2.362,2.025,1/5/2010
2010,1,6,6,1.29,1.825,2.167,1.987,1/6/2010
2010,1,7,7,1.26,1.821,1.861,1.99,1/7/2010
2010,1,8,8,1.28,1.833,1.922,2,1/8/2010
2010,1,9,9,1.2,1.833,1.703,1.999,1/9/2010
2010,1,10,10,1.12,1.834,1.805,2,1/10/2010
2010,1,11,11,1.06,1.835,1.617,2.001,1/11/2010
2010,1,12,12,1.13,1.827,1.728,1.995,1/12/2010
2010,1,13,13,1.1,1.827,1.589,2.017,1/13/2010
2010,1,14,14,1.11,1.816,1.707,2.137,1/14/2010
2010,1,15,15,1.12,1.82,1.519,2.144,1/15/2010
2010,1,16,16,1.15,1.789,1.637,2.059,1/16/2010
2010,1,17,17,4.59,4.204,3.555,4.717,1/17/2010
2010,1,18,18,3.74,3.614,3.034,3.767,1/18/2010
2010,1,19,19,1.9,2.796,2.324,2.96,1/19/2010
2010,1,20,20,1.61,2.299,2.116,2.592,1/20/2010
2010,1,21,21,1.44,2.241,2.023,2.522,1/21/2010
2010,1,22,22,2.92,2.357,2.153,2.597,1/22/2010
2010,1,23,23,2.27,2.159,1.924,2.47,1/23/2010
2010,1,24,24,1.61,2.248,1.998,2.565,1/24/2010
2010,1,25,25,5.55,3.5,3.164,3.523,1/25/2010
2010,1,26,26,2.92,2.992,2.72,3.15,1/26/2010
2010,1,27,27,1.77,2.478,2.239,2.817,1/27/2010
2010,1,28,28,1.56,2.096,2.138,2.604,1/28/2010
2010,1,29,29,1.37,2.08,2.452,2.518,1/29/2010
2010,1,30,30,1.33,1.89,2.199,2.487,1/30/2010
2010,1,31,31,1.27,1.787,2.067,2.443,1/31/2010
2010,2,1,32,1.42,1.741,1.936,2.435,2/1/2010
2010,2,2,33,1.32,1.723,1.837,2.423,2/2/2010
2010,2,3,34,1.6,2.051,2.167,2.434,2/3/2010
2010,2,4,35,1.59,2.133,2.176,2.403,2/4/2010
2010,2,5,36,1.47,1.997,1.91,2.382,2/5/2010
2010,2,6,37,1.99,1.828,1.671,2.353,2/6/2010
2010,2,7,38,2.27,1.739,1.715,2.346,2/7/2010
2010,2,8,39,2.12,2.104,1.681,2.296,2/8/2010
2010,2,9,40,1.82,1.739,1.608,2.284,2/9/2010
2010,2,10,41,1.98,1.634,1.545,2.266,2/10/2010
2010,2,11,42,1.79,2.118,2.178,3.247,2/11/2010
2010,2,12,43,1.8,1.933,1.821,2.894,2/12/2010
2010,2,13,44,1.78,1.741,1.731,2.556,2/13/2010
2010,2,14,45,1.66,1.66,1.6,2.354,2/14/2010
2010,2,15,46,1.74,1.594,1.489,2.221,2/15/2010
2010,2,16,47,1.71,1.555,1.405,2.132,2/16/2010
2010,2,17,48,1.63,1.5,1.333,2.069,2/17/2010
2010,2,18,49,1.71,3.257,5.122,8.324,2/18/2010
2010,2,19,50,2.42,6.12,7.856,8.174,2/19/2010
2010,2,20,51,2.83,6.598,7.466,6.376,2/20/2010
2010,2,21,52,2.83,9.875,10.49,7.237,2/21/2010
2010,2,22,53,3.79,9.955,10.42,6.442,2/22/2010
2010,2,23,54,5.24,8.75,9.214,5.323,2/23/2010
2010,2,24,55,5.69,5.859,6.453,4.383,2/24/2010
2010,2,25,56,4.59,3.866,4.086,3.645,2/25/2010
2010,2,26,57,3.28,2.834,2.885,3.212,2/26/2010
2010,2,27,58,2.56,2.362,2.294,3.183,2/27/2010
2010,2,28,59,2.89,2.153,2.222,3.229,2/28/2010
2010,3,1,60,3.34,2.111,2.015,3.228,3/1/2010
2010,3,2,61,3.43,2.094,2.489,3.223,3/2/2010
2010,3,3,62,3.43,2.103,2.181,3.187,3/3/2010
2010,3,4,63,3.17,2.116,2.042,3.123,3/4/2010
2010,3,5,64,2.51,2.13,1.982,3.117,3/5/2010
2010,3,6,65,2.23,2.136,1.94,3.118,3/6/2010
2010,3,7,66,2.03,2.169,1.914,3.117,3/7/2010
2010,3,8,67,1.92,2.176,1.892,3.115,3/8/2010
2010,3,9,68,1.83,2.191,1.877,3.107,3/9/2010
2010,3,10,69,1.78,2.194,1.867,3.105,3/10/2010
2010,3,11,70,1.77,2.229,1.865,3.121,3/11/2010
2010,3,12,71,5.15,4.682,3.634,4.955,3/12/2010
2010,3,13,72,10.65,4.631,3.96,4.644,3/13/2010
2010,3,14,73,9.97,5.533,5.219,5.412,3/14/2010
2010,3,15,74,4.53,4.206,3.918,4.473,3/15/2010
2010,3,16,75,3,3.216,2.916,3.815,3/16/2010
2010,3,17,76,2.35,2.694,2.361,3.474,3/17/2010
2010,3,18,77,2.12,2.376,2.052,3.334,3/18/2010
2010,3,19,78,1.96,2.226,2.096,3.191,3/19/2010
2010,3,20,79,1.83,2.131,1.973,3.18,3/20/2010
2010,3,21,80,1.77,2.1,2.441,3.12,3/21/2010
2010,3,22,81,3.54,3.493,2.786,4.015,3/22/2010
2010,3,23,82,3.77,3.081,2.6,3.661,3/23/2010
2010,3,24,83,2.1,2.642,2.196,3.331,3/24/2010
2010,3,25,84,1.82,2.362,1.995,3.213,3/25/2010
2010,3,26,85,2.62,2.37,2.028,3.213,3/26/2010
2010,3,27,86,2.02,2.229,2.129,3.116,3/27/2010
2010,3,28,87,1.89,5.764,5.644,6.126,3/28/2010
2010,3,29,88,9.15,5.797,5.903,5.627,3/29/2010
2010,3,30,89,3.2,4.176,4.159,4.357,3/30/2010
2010,3,31,90,2.25,3.008,2.963,3.603,3/31/2010
2010,4,1,91,1.93,2.37,2.268,3.207,4/1/2010
2010,4,2,92,1.82,2.038,2.124,2.971,4/2/2010
2010,4,3,93,1.72,2.017,2.023,2.858,4/3/2010
2010,4,4,94,1.68,1.84,2.498,2.798,4/4/2010
2010,4,5,95,1.63,1.742,2.123,2.713,4/5/2010
2010,4,6,96,1.6,2.117,1.918,2.651,4/6/2010
2010,4,7,97,1.53,1.733,1.762,2.557,4/7/2010
2010,4,8,98,1.48,1.883,2.174,3.059,4/8/2010
2010,4,9,99,3.68,2.027,2.084,2.872,4/9/2010
2010,4,10,100,1.69,1.878,1.69,2.694,4/10/2010
2010,4,11,101,1.49,1.885,1.662,2.538,4/11/2010
2010,4,12,102,1.48,2.118,1.593,2.431,4/12/2010
2010,4,13,103,1.57,1.864,1.606,2.513,4/13/2010
2010,4,14,104,1.81,1.677,1.578,2.433,4/14/2010
2010,4,15,105,1.54,1.549,1.492,2.339,4/15/2010
2010,4,16,106,1.52,1.456,1.388,2.229,4/16/2010
2010,4,17,107,1.46,1.4,1.317,2.171,4/17/2010
2010,4,18,108,1.36,1.36,1.253,2.137,4/18/2010
2010,4,19,109,1.36,1.335,1.21,2.11,4/19/2010
2010,4,20,110,1.35,1.295,1.16,2.049,4/20/2010
2010,4,21,111,1.46,1.51,1.416,2.133,4/21/2010
2010,4,22,112,1.57,1.404,1.287,2.09,4/22/2010
2010,4,23,113,1.36,1.307,1.163,2.01,4/23/2010
2010,4,24,114,1.31,1.243,1.083,1.922,4/24/2010
2010,4,25,115,1.49,1.251,1.094,1.936,4/25/2010
2010,4,26,116,1.68,2.204,1.883,2.779,4/26/2010
2010,4,27,117,2.22,2.109,1.809,2.433,4/27/2010
2010,4,28,118,1.4,1.902,2.095,2.127,4/28/2010
2010,4,29,119,1.28,1.89,1.555,1.921,4/29/2010
2010,4,30,120,1.29,1.311,1.281,1.942,4/30/2010
2010,5,1,121,1.21,1.115,1.124,1.75,5/1/2010
2010,5,2,122,1.18,1.184,1.037,2.111,5/2/2010
2010,5,3,123,2.63,2.138,1.996,2.129,5/3/2010
2010,5,4,124,1.67,1.998,2.258,2.042,5/4/2010
2010,5,5,125,1.16,1.76,1.908,2.005,5/5/2010
2010,5,6,126,1.05,1.7,1.446,1.742,5/6/2010
2010,5,7,127,0.97,1.307,1.177,1.993,5/7/2010
2010,5,8,128,0.96,1.086,1.023,1.57,5/8/2010
2010,5,9,129,0.86,0.957,0.9213,1.444,5/9/2010
2010,5,10,130,0.84,0.886,0.8531,1.373,5/10/2010
2010,5,11,131,0.88,0.9027,0.8568,1.378,5/11/2010
2010,5,12,132,1.03,0.8597,0.8048,1.334,5/12/2010
2010,5,13,133,1.09,0.8172,0.7471,1.29,5/13/2010
2010,5,14,134,0.96,0.8054,0.7304,1.268,5/14/2010
2010,5,15,135,1.48,0.7709,0.6876,1.221,5/15/2010
2010,5,16,136,0.89,0.7426,0.6477,1.176,5/16/2010
2010,5,17,137,1.07,2.106,2.133,1.954,5/17/2010
2010,5,18,138,2.25,1.885,1.861,1.888,5/18/2010
2010,5,19,139,1.18,1.311,1.399,1.479,5/19/2010
2010,5,20,140,1.03,1.115,1.056,1.256,5/20/2010
2010,5,21,141,0.92,0.8865,0.8464,1.125,5/21/2010
2010,5,22,142,0.87,2.052,2.044,2.096,5/22/2010
2010,5,23,143,17.02,19.7,20.84,18.33,5/23/2010
2010,5,24,144,3.54,11.29,11.97,9.447,5/24/2010
2010,5,25,145,1.78,5.551,5.767,4.869,5/25/2010
2010,5,26,146,1.33,2.91,2.979,2.862,5/26/2010
2010,5,27,147,1.15,6.741,7.274,5.972,5/27/2010
2010,5,28,148,2.86,4.406,4.781,3.825,5/28/2010
2010,5,29,149,1.31,2.442,2.768,2.414,5/29/2010
2010,5,30,150,1.08,2.072,1.936,1.774,5/30/2010
2010,5,31,151,0.94,0.8634,1.678,1.739,5/31/2010
2010,6,1,152,0.87,0.4325,1.055,1.084,6/1/2010
2010,6,2,153,1,0.2579,0.7551,0.7721,6/2/2010
2010,6,3,154,0.82,0.1955,0.5981,0.6263,6/3/2010
2010,6,4,155,1.02,0.158,0.4821,0.5144,6/4/2010
2010,6,5,156,0.8,0.1307,0.389,0.4171,6/5/2010
2010,6,6,157,0.8,0.1171,0.324,0.3606,6/6/2010
2010,6,7,158,0.77,0.1105,0.2727,0.3235,6/7/2010
2010,6,8,159,0.69,0.1058,0.2343,0.2967,6/8/2010
2010,6,9,160,0.65,0.1173,0.2145,0.2939,6/9/2010
2010,6,10,161,0.75,0.1124,0.1876,0.2775,6/10/2010
2010,6,11,162,0.64,0.1151,0.1706,0.2625,6/11/2010
2010,6,12,163,0.6,0.1105,0.154,0.2213,6/12/2010
2010,6,13,164,0.6,0.1104,0.1438,0.1896,6/13/2010
2010,6,14,165,0.58,0.7469,0.8339,0.5286,6/14/2010
2010,6,15,166,0.8,0.5933,0.6581,0.4112,6/15/2010
2010,6,16,167,0.71,0.4348,0.4836,0.3301,6/16/2010
2010,6,17,168,0.71,0.273,0.3109,0.2516,6/17/2010
2010,6,18,169,0.53,0.1739,0.2162,0.2041,6/18/2010
2010,6,19,170,0.48,0.1225,0.167,0.1771,6/19/2010
2010,6,20,171,0.46,0.08958,0.1353,0.1518,6/20/2010
2010,6,21,172,0.44,0.07002,0.1159,0.1332,6/21/2010
2010,6,22,173,0.4,0.05646,0.1033,0.1156,6/22/2010
2010,6,23,174,0.42,0.04972,0.09807,0.1044,6/23/2010
2010,6,24,175,0.39,0.04533,0.09256,0.09945,6/24/2010
2010,6,25,176,0.36,0.04136,0.08711,0.09058,6/25/2010
2010,6,26,177,0.35,0.03946,0.08189,0.08818,6/26/2010
2010,6,27,178,0.31,0.04346,0.07875,0.08879,6/27/2010
2010,6,28,179,2.49,2.076,1.692,1.286,6/28/2010
2010,6,29,180,1.86,1.744,2.085,0.993,6/29/2010
2010,6,30,181,0.65,1.086,1.205,0.5945,6/30/2010
2010,7,1,182,0.47,0.5953,0.7254,0.3723,7/1/2010
2010,7,2,183,0.4,0.3275,0.4798,0.2502,7/2/2010
2010,7,3,184,0.37,0.1995,0.3447,0.1849,7/3/2010
2010,7,4,185,0.34,0.1266,0.2658,0.1428,7/4/2010
2010,7,5,186,0.33,0.09156,0.2148,0.1209,7/5/2010
2010,7,6,187,0.31,0.06597,0.1775,0.1027,7/6/2010
2010,7,7,188,0.29,0.05264,0.1502,0.09182,7/7/2010
2010,7,8,189,0.26,0.04489,0.1292,0.08454,7/8/2010
2010,7,9,190,0.24,0.03988,0.1125,0.08044,7/9/2010
2010,7,10,191,2.08,1.637,1.837,1.149,7/10/2010
2010,7,11,192,0.86,1.426,1.743,0.7976,7/11/2010
2010,7,12,193,1.37,1.968,1.6,1.145,7/12/2010
2010,7,13,194,5.92,3.197,3.696,2.004,7/13/2010
2010,7,14,195,6.31,2.39,2.517,1.418,7/14/2010
2010,7,15,196,1.1,2.016,1.818,0.8986,7/15/2010
2010,7,16,197,0.87,1.575,1.847,0.9622,7/16/2010
2010,7,17,198,2.45,0.9932,1.719,0.5944,7/17/2010
2010,7,18,199,0.72,2.077,2.049,1.434,7/18/2010
2010,7,19,200,2.68,2.503,3.171,1.765,7/19/2010
2010,7,20,201,1.01,1.84,2.147,1.208,7/20/2010
2010,7,21,202,0.64,1.772,2.118,0.7303,7/21/2010
2010,7,22,203,0.52,0.7713,1.229,0.4657,7/22/2010
2010,7,23,204,0.45,0.3854,0.8108,0.3285,7/23/2010
2010,7,24,205,0.41,0.2195,0.5883,0.2558,7/24/2010
2010,7,25,206,0.76,1.452,1.781,0.9636,7/25/2010
2010,7,26,207,1.28,1.034,1.375,0.6755,7/26/2010
2010,7,27,208,0.46,0.5825,0.8692,0.4387,7/27/2010
2010,7,28,209,0.37,0.3277,0.5658,0.2999,7/28/2010
2010,7,29,210,2.08,1.377,1.737,0.9785,7/29/2010
2010,7,30,211,2.09,1.099,1.323,0.6771,7/30/2010
2010,7,31,212,0.62,0.6695,0.8534,0.4494,7/31/2010
2010,8,1,213,0.51,0.3763,0.5463,0.311,8/1/2010
2010,8,2,214,0.43,0.2248,0.373,0.2304,8/2/2010
2010,8,3,215,0.42,0.1423,0.28,0.1827,8/3/2010
2010,8,4,216,0.46,0.09474,0.2192,0.1512,8/4/2010
2010,8,5,217,4.13,3.219,3.668,2.116,8/5/2010
2010,8,6,218,5.3,2.575,2.683,1.59,8/6/2010
2010,8,7,219,0.89,1.708,1.923,0.989,8/7/2010
2010,8,8,220,0.5,1.357,1.572,0.5816,8/8/2010
2010,8,9,221,0.41,0.5997,0.8606,0.3715,8/9/2010
2010,8,10,222,0.35,0.3084,0.5596,0.2618,8/10/2010
2010,8,11,223,0.31,0.1778,0.4059,0.1958,8/11/2010
2010,8,12,224,0.89,7.222,8.49,3.858,8/12/2010
2010,8,13,225,2.43,5.061,5.655,2.692,8/13/2010
2010,8,14,226,0.8,2.749,2.977,1.777,8/14/2010
2010,8,15,227,0.69,1.96,2.152,1.713,8/15/2010
2010,8,16,228,0.69,1.542,1.835,0.8608,8/16/2010
2010,8,17,229,0.42,0.6741,1.064,0.5085,8/17/2010
2010,8,18,230,28.6,5.809,6.938,3.342,8/18/2010
2010,8,19,231,3.45,4.105,4.704,2.354,8/19/2010
2010,8,20,232,1.18,2.315,2.572,2.076,8/20/2010
2010,8,21,233,0.76,1.933,2.308,1.119,8/21/2010
2010,8,22,234,0.63,0.8092,1.268,0.6677,8/22/2010
2010,8,23,235,0.57,0.395,0.8196,0.4487,8/23/2010
2010,8,24,236,0.52,0.219,0.5868,0.3358,8/24/2010
2010,8,25,237,0.5,0.1354,0.4507,0.2719,8/25/2010
2010,8,26,238,0.47,0.09132,0.3543,0.2304,8/26/2010
2010,8,27,239,0.45,0.06748,0.285,0.2005,8/27/2010
2010,8,28,240,0.41,0.05134,0.2303,0.1821,8/28/2010
2010,8,29,241,0.4,0.04382,0.1895,0.1655,8/29/2010
2010,8,30,242,0.38,0.03837,0.1577,0.1523,8/30/2010
2010,8,31,243,0.36,0.03114,0.1314,0.1391,8/31/2010
2010,9,1,244,0.34,0.02941,0.1155,0.1291,9/1/2010
2010,9,2,245,0.33,0.02654,0.1051,0.1199,9/2/2010
2010,9,3,246,0.31,0.02575,0.09529,0.1106,9/3/2010
2010,9,4,247,0.29,0.02421,0.0862,0.103,9/4/2010
2010,9,5,248,0.27,0.02377,0.07842,0.09818,9/5/2010
2010,9,6,249,0.24,0.0217,0.07185,0.09168,9/6/2010
2010,9,7,250,0.24,0.02085,0.06624,0.08259,9/7/2010
2010,9,8,251,0.23,0.02071,0.06138,0.08034,9/8/2010
2010,9,9,252,0.2,0.02006,0.0571,0.07338,9/9/2010
2010,9,10,253,0.18,0.02105,0.05334,0.07185,9/10/2010
2010,9,11,254,0.18,0.02089,0.05002,0.06673,9/11/2010
2010,9,12,255,0.81,1.257,1.205,0.7461,9/12/2010
